74	0	0	0	144	0	16	32
73	0	0	0	128	0	16	32
72	0	0	0	112	0	16	32
71	0	0	0	96	0	16	32
70	0	0	0	80	0	16	32
69	0	0	0	64	0	16	32
68	0	0	0	48	0	16	32
67	0	0	0	32	0	16	32
66	0	0	0	16	0	16	32
65	0	0	0	0	0	16	32
84	0	0	0	144	32	16	32
83	0	0	0	128	32	16	32
82	0	0	0	112	32	16	32
81	0	0	0	96	32	16	32
80	0	0	0	80	32	16	32
79	0	0	0	64	32	16	32
78	0	0	0	48	32	16	32
77	0	0	0	32	32	16	32
76	0	0	0	16	32	16	32
75	0	0	0	0	32	16	32
33	0	0	0	144	64	16	32
44	0	0	0	128	64	16	32
46	0	0	0	112	64	16	32
45	0	0	0	96	64	16	32
90	0	0	0	80	64	16	32
89	0	0	0	64	64	16	32
88	0	0	0	48	64	16	32
87	0	0	0	32	64	16	32
86	0	0	0	16	64	16	32
85	0	0	0	0	64	16	32
57	0	0	0	144	96	16	32
56	0	0	0	128	96	16	32
55	0	0	0	112	96	16	32
54	0	0	0	96	96	16	32
53	0	0	0	80	96	16	32
52	0	0	0	64	96	16	32
51	0	0	0	48	96	16	32
48	0	0	0	0	96	16	32
106	0	0	0	144	128	16	32
105	0	0	0	128	128	16	32
104	0	0	0	112	128	16	32
103	0	0	0	96	128	16	32
102	0	0	0	80	128	16	32
101	0	0	0	64	128	16	32
100	0	0	0	48	128	16	32
99	0	0	0	32	128	16	32
98	0	0	0	16	128	16	32
97	0	0	0	0	128	16	32
116	0	0	0	144	160	16	32
115	0	0	0	128	160	16	32
114	0	0	0	112	160	16	32
113	0	0	0	96	160	16	32
112	0	0	0	80	160	16	32
111	0	0	0	64	160	16	32
110	0	0	0	48	160	16	32
109	0	0	0	32	160	16	32
108	0	0	0	16	160	16	32
107	0	0	0	0	160	16	32
41	0	0	0	144	192	16	32
40	0	0	0	128	192	16	32
62	0	0	0	112	192	16	32
60	0	0	0	96	192	16	32
122	0	0	0	80	192	16	32
121	0	0	0	64	192	16	32
120	0	0	0	48	192	16	32
119	0	0	0	32	192	16	32
118	0	0	0	16	192	16	32
117	0	0	0	0	192	16	32
B	0	0	0	64	224	32	32
A	0	0	0	32	224	32	32
58	0	0	0	16	224	16	32
63	0	0	0	0	224	16	32
49	0	0	0	16	96	16	32
50	0	0	0	32	96	16	32
