48	0	0	0	0	0	16	16
49	0	0	0	16	0	16	16
50	0	0	0	32	0	16	16
51	0	0	0	48	0	16	16
52	0	0	0	64	0	16	16
53	0	0	0	80	0	16	16
54	0	0	0	96	0	16	16
55	0	0	0	112	0	16	16
56	0	0	0	128	0	16	16
57	0	0	0	144	0	16	16
65	0	0	0	160	0	16	16
66	0	0	0	176	0	16	16
67	0	0	0	192	0	16	16
68	0	0	0	208	0	16	16
69	0	0	0	224	0	16	16
70	0	0	0	240	0	16	16
71	0	0	0	256	0	16	16
72	0	0	0	272	0	16	16
73	0	0	0	288	0	16	16
74	0	0	0	304	0	16	16
75	0	0	0	320	0	16	16
76	0	0	0	336	0	16	16
77	0	0	0	352	0	16	16
78	0	0	0	368	0	16	16
79	0	0	0	384	0	16	16
80	0	0	0	400	0	16	16
81	0	0	0	416	0	16	16
82	0	0	0	432	0	16	16
83	0	0	0	448	0	16	16
84	0	0	0	464	0	16	16
85	0	0	0	480	0	16	16
86	0	0	0	496	0	16	16
87	0	0	0	512	0	16	16
88	0	0	0	528	0	16	16
89	0	0	0	544	0	16	16
90	0	0	0	560	0	16	16
32	0	0	0	576	0	16	16
