phe1	0	0		0	0	32	32
phw1	0	0		32	0	32	32
phs1	0	0		64	0	32	32
phn1	0	0		96	0	32	32
pste1	0	0		0	32	32	32
pstw1	0	0		32	32	32	32
psts1	0	0		64	32	32	32
pstn1	0	0		96	32	32	32
shadow1	0	0		0	288	32	32
plhn1	0	0		224	480	32	32
plhe1	0	0		32	288	32	32
plhe2	0	0		0	320	32	32
plhs1	0	0		64	288	32	32
plhs2	0	0		32	320	32	32
plhw1	0	0		96	288	32	32
plhw2	0	0		64	320	32	32
plbn1	0	0		96	320	32	32
plbn2	0	0		0	352	32	32
plbe1	0	0		32	352	32	32
plbe2	0	0		64	352	32	32
plbs1	0	0		96	352	32	32
plbs2	0	0		0	384	32	32
plbw1	0	0		32	384	32	32
plbw2	0	0		64	384	32	32
plhn3	0	0		96	384	32	32
plhe3	0	0		0	416	32	32
plhs3	0	0		32	416	32	32
plhw3	0	0		64	416	32	32
plln1	0	0		32	448	32	32
plln2	0	0		0	448	32	32
plln3	0	0		96	416	32	32
plln4	0	0		64	448	32	32
plln5	0	0		96	448	32	32
plle1	0	0		64	480	32	32
plle2	0	0		32	480	32	32
plle3	0	0		0	480	32	32
plls1	0	0		160	448	32	32
plls2	0	0		128	448	32	32
plls3	0	0		96	480	32	32
plls4	0	0		192	448	32	32
plls5	0	0		224	448	32	32
pllw1	0	0		192	480	32	32
pllw2	0	0		160	480	32	32
pllw3	0	0		128	480	32	32
phit1	0	0		128	400	32	48
phit2	0	0		160	400	32	48
phit3	0	0		192	400	32	48
phit4	0	0		224	400	32	48
pfall1	0	0		128	0	48	48
pfall2	0	0		176	0	32	32
pfall3	0	0		176	32	32	32
pfall4	0	0		128	48	16	16
pfall5	0	0		144	48	16	16
pfall6	0	0		160	48	16	16
playerdead	0	0		208	0	48	32
phe2	0	0		224	96	32	32
phe3	0	0		224	128	32	32
phw2	0	0		224	64	32	32
phw3	0	0		224	32	32	32
pwkw1	0	0		0	64	32	32
pwkw2	0	0		32	64	32	32
pwkw3	0	0		64	64	32	32
pwkw4	0	0		96	64	32	32
pwkw5	0	0		128	64	32	32
pwkw6	0	0		160	64	32	32
pwkw7	0	0		192	64	32	32
pwke7	0	0		0	96	32	32
pwke6	0	0		32	96	32	32
pwke5	0	0		64	96	32	32
pwke4	0	0		96	96	32	32
pwke3	0	0		128	96	32	32
pwke2	0	0		160	96	32	32
pwke1	0	0		192	96	32	32
pwks1	0	0		0	128	32	32
pwks2	0	0		32	128	32	32
pwks3	0	0		64	128	32	32
pwks4	0	0		96	128	32	32
pwks5	0	0		128	128	32	32
pwks6	0	0		160	128	32	32
pwks7	0	0		192	128	32	32
pwkn1	0	0		0	160	32	32
pwkn2	0	0		32	160	32	32
pwkn3	0	0		64	160	32	32
pwkn4	0	0		96	160	32	32
pwkn5	0	0		128	160	32	32
pwkn6	0	0		160	160	32	32
pwkn7	0	0		192	160	32	32
pwkn8	0	0		224	160	32	32
pushn1	0	0		0	192	32	32
pushn2	0	0		32	192	32	32
pushn3	0	0		64	192	32	32
pushn4	0	0		128	192	32	32
pushn5	0	0		96	192	32	32
pushs1	0	0		160	192	32	32
pushs2	0	0		192	192	32	32
pushs3	0	0		224	192	32	32
pushheads	0	0		0	224	32	32
pushheade	0	0		32	224	32	32
pushheadn	0	0		64	224	32	32
pushheadw	0	0		96	224	32	32
pushe1	0	0		128	224	32	32
pushe2	0	0		160	224	32	32
pushe3	0	0		192	224	32	32
pushw1	0	0		224	224	32	32
pushw2	0	0		32	256	32	32
pushw3	0	0		0	256	32	32
pswe1	0	0		128	288	32	32
pswe2	0	0		160	288	32	32
psww1	0	0		192	288	32	32
psww2	0	0		224	288	32	32
psws1	0	0		128	320	32	32
psws2	0	0		160	320	32	32
playersuit1	0	0		224	320	32	32
swdn1	0	0		256	8	32	48
swdn2	0	0		288	8	32	48
swdn3	0	0		320	0	32	56
swdn4	0	0		352	8	32	48
swde1	0	0		256	56	32	48
swde2	0	0		288	56	32	48
swde3	0	0		320	56	32	48
swde5	0	0		352	56	32	48
swde4	0	0		256	104	40	48
swdw4	0	0		296	104	40	48
swdw1	0	0		336	104	32	48
swdw2	0	0		256	152	32	48
swdw3	0	0		288	152	32	48
swdw5	0	0		320	152	32	48
swds1	0	0		352	152	32	48
swds2	0	0		128	352	32	48
swds3	0	0		160	352	32	48
swds4	0	0		192	352	32	48
swds6	0	0		224	352	32	48
swde6	0	0		256	200	32	48
swdn6	0	0		288	200	32	48
swdw6	0	0		320	200	32	48
swdn7	0	0		256	248	32	48
swde7	0	0		288	248	32	48
swdw7	0	0		320	248	32	48
pslp	0	0		192	320	32	32
pshk1	0	0		352	248	32	48
pshk2	0	0		352	200	32	48
pswas1	0	0		64	256	32	32
pswas2	0	0		96	256	32	32
pswas3	0	0		192	256	32	32
pswas4	0	0		224	256	32	32
pswan1	0	0		128	256	32	32
pswan2	0	0		160	256	32	32
pswae1	0	0		256	296	32	24
pswae2	0	0		288	296	32	24
pswae3	0	0		320	296	32	24
pswaw1	0	0		256	320	32	24
pswaw2	0	0		288	320	32	24
pswaw3	0	0		320	320	32	24
