qhe1	0	0		0	0	32	32
qhw1	0	0		32	0	32	32
qhs1	0	0		64	0	32	32
qhn1	0	0		96	0	32	32
qste1	0	0		0	32	32	32
qstw1	0	0		32	32	32	32
qsts1	0	0		64	32	32	32
qstn1	0	0		96	32	32	32
shadow1	0	0		0	288	32	32
qlhn1	0	0		224	480	32	32
qlhe1	0	0		32	288	32	32
qlhe2	0	0		0	320	32	32
qlhs1	0	0		64	288	32	32
qlhs2	0	0		32	320	32	32
qlhw1	0	0		96	288	32	32
qlhw2	0	0		64	320	32	32
qlbn1	0	0		96	320	32	32
qlbn2	0	0		0	352	32	32
qlbe1	0	0		32	352	32	32
qlbe2	0	0		64	352	32	32
qlbs1	0	0		96	352	32	32
qlbs2	0	0		0	384	32	32
qlbw1	0	0		32	384	32	32
qlbw2	0	0		64	384	32	32
qlhn3	0	0		96	384	32	32
qlhe3	0	0		0	416	32	32
qlhs3	0	0		32	416	32	32
qlhw3	0	0		64	416	32	32
qlln1	0	0		32	448	32	32
qlln2	0	0		0	448	32	32
qlln3	0	0		96	416	32	32
qlln4	0	0		64	448	32	32
qlln5	0	0		96	448	32	32
qlle1	0	0		64	480	32	32
qlle2	0	0		32	480	32	32
qlle3	0	0		0	480	32	32
qlls1	0	0		160	448	32	32
qlls2	0	0		128	448	32	32
qlls3	0	0		96	480	32	32
qlls4	0	0		192	448	32	32
qlls5	0	0		224	448	32	32
qllw1	0	0		192	480	32	32
qllw2	0	0		160	480	32	32
qllw3	0	0		128	480	32	32
qhit1	0	0		128	400	32	48
qhit2	0	0		160	400	32	48
qhit3	0	0		192	400	32	48
qhit4	0	0		224	400	32	48
qfall1	0	0		128	0	48	48
qfall2	0	0		176	0	32	32
qfall3	0	0		176	32	32	32
qfall4	0	0		128	48	16	16
qfall5	0	0		144	48	16	16
qfall6	0	0		160	48	16	16
qlayerdead	0	0		208	0	48	32
qhe2	0	0		224	96	32	32
qhe3	0	0		224	128	32	32
qhw2	0	0		224	64	32	32
qhw3	0	0		224	32	32	32
qwkw1	0	0		0	64	32	32
qwkw2	0	0		32	64	32	32
qwkw3	0	0		64	64	32	32
qwkw4	0	0		96	64	32	32
qwkw5	0	0		128	64	32	32
qwkw6	0	0		160	64	32	32
qwkw7	0	0		192	64	32	32
qwke7	0	0		0	96	32	32
qwke6	0	0		32	96	32	32
qwke5	0	0		64	96	32	32
qwke4	0	0		96	96	32	32
qwke3	0	0		128	96	32	32
qwke2	0	0		160	96	32	32
qwke1	0	0		192	96	32	32
qwks1	0	0		0	128	32	32
qwks2	0	0		32	128	32	32
qwks3	0	0		64	128	32	32
qwks4	0	0		96	128	32	32
qwks5	0	0		128	128	32	32
qwks6	0	0		160	128	32	32
qwks7	0	0		192	128	32	32
qwkn1	0	0		0	160	32	32
qwkn2	0	0		32	160	32	32
qwkn3	0	0		64	160	32	32
qwkn4	0	0		96	160	32	32
qwkn5	0	0		128	160	32	32
qwkn6	0	0		160	160	32	32
qwkn7	0	0		192	160	32	32
qwkn8	0	0		224	160	32	32
qushn1	0	0		0	192	32	32
qushn2	0	0		32	192	32	32
qushn3	0	0		64	192	32	32
qushn4	0	0		128	192	32	32
qushn5	0	0		96	192	32	32
qushs1	0	0		160	192	32	32
qushs2	0	0		192	192	32	32
qushs3	0	0		224	192	32	32
qushheads	0	0		0	224	32	32
qushheade	0	0		32	224	32	32
qushheadn	0	0		64	224	32	32
qushheadw	0	0		96	224	32	32
qushe1	0	0		128	224	32	32
qushe2	0	0		160	224	32	32
qushe3	0	0		192	224	32	32
qushw1	0	0		224	224	32	32
qushw2	0	0		32	256	32	32
qushw3	0	0		0	256	32	32
qswe1	0	0		128	288	32	32
qswe2	0	0		160	288	32	32
qsww1	0	0		192	288	32	32
qsww2	0	0		224	288	32	32
qsws1	0	0		128	320	32	32
qsws2	0	0		160	320	32	32
playersuit2	0	0		224	320	32	32
twdn1	0	0		256	8	32	48
twdn2	0	0		288	8	32	48
twdn3	0	0		320	0	32	56
twdn4	0	0		352	8	32	48
twde1	0	0		256	56	32	48
twde2	0	0		288	56	32	48
twde3	0	0		320	56	32	48
twde5	0	0		352	56	32	48
twde4	0	0		256	104	40	48
twdw4	0	0		296	104	40	48
twdw1	0	0		336	104	32	48
twdw2	0	0		256	152	32	48
twdw3	0	0		288	152	32	48
twdw5	0	0		320	152	32	48
twds1	0	0		352	152	32	48
twds2	0	0		128	352	32	48
twds3	0	0		160	352	32	48
twds4	0	0		192	352	32	48
twds6	0	0		224	352	32	48
twde6	0	0		256	200	32	48
twdn6	0	0		288	200	32	48
twdw6	0	0		320	200	32	48
twdn7	0	0		256	248	32	48
twde7	0	0		288	248	32	48
twdw7	0	0		320	248	32	48
qslp	0	0		192	320	32	32
qshk1	0	0		352	248	32	48
qshk2	0	0		352	200	32	48
qswas1	0	0		64	256	32	32
qswas2	0	0		96	256	32	32
qswas3	0	0		192	256	32	32
qswas4	0	0		224	256	32	32
qswan1	0	0		128	256	32	32
qswan2	0	0		160	256	32	32
qswae1	0	0		256	296	32	24
qswae2	0	0		288	296	32	24
qswae3	0	0		320	296	32	24
qswaw1	0	0		256	320	32	24
qswaw2	0	0		288	320	32	24
qswaw3	0	0		320	320	32	24
