maphide	0	0		0	0	16	16
mapbosshead	0	0		0	16	16	16
mapplayer	0	0		0	32	16	16
mapf	0	0		0	48	16	16
map1	0	0		0	64	16	16
map2	0	0		16	64	16	16
map3	0	0		0	80	16	16
map4	0	0		16	80	16	16
map5	0	0		32	64	16	16
map6	0	0		32	80	16	16
map7	0	0		0	96	16	16
mapb	0	0		0	112	16	16
mapl5	0	0		16	0	16	32
mapl6	0	0		32	0	16	32
mapl7	0	0		48	0	16	32
mapl8	0	0		64	0	16	32
mapl1	0	0		16	32	16	32
mapl2	0	0		32	32	16	32
mapl3	0	0		48	32	16	32
mapl4	0	0		64	32	16	32
mapfloorbar	0	0		80	0	64	32
mapfloorbara	0	0		80	32	64	32
mapmapsign	0	0		48	64	96	32
maplinkg	0	0		144	0	32	32
maplinkb	0	0		144	32	32	32
maplinkr	0	0		144	64	32	32
imap	0	0		16	96	32	32
icompass	0	0		48	96	32	32
mapchest	0	0		80	96	24	24
maplevel	0	0		104	96	64	24
mapgrid1	0	0		176	0	64	64
mapgrid2	0	0		240	0	64	64
mapgrid3	0	0		176	64	64	64
mapgrid4	0	0		240	64	64	64
