pswdn1	0	0		0	0	32	48
pswdn2	0	0		32	0	32	48
pswdn3	0	0		64	0	32	56
pswdn4	0	0		96	0	32	48
pswde1	0	0		0	48	32	48
pswde2	0	0		32	48	32	48
pswde5	0	0		96	48	32	48
pswde4	0	0		0	96	40	48
pswdw4	0	0		40	104	40	48
pswdw1	0	0		80	104	32	48
pswdw2	0	0		0	144	32	48
pswdw5	0	0		64	152	32	48
pswds1	0	0		96	152	32	48
pswds2	0	0		0	200	32	48
pswds3	0	0		32	200	32	48
pswds4	0	0		64	200	32	48
pswds6	0	0		0	248	32	48
pswde6	0	0		32	248	32	48
pswdn6	0	0		64	248	32	48
pswdw6	0	0		96	248	32	48
pswdn7	0	0		0	296	32	48
pswde7	0	0		32	296	32	48
pswdw7	0	0		64	296	32	48
pswds5	0	0		96	296	32	48
pswdchw1	0	0		0	344	32	48
pswdchw2	0	0		32	344	32	48
pswdchw3	0	0		64	344	32	48
pswdchw4	0	0		96	344	32	48
pswdchn5	0	0		0	392	32	48
pswdchn6	0	0		32	392	32	48
pswdhn	0	0		128	0	32	48
pswdhe	0	0		160	0	32	48
pswdhs	0	0		192	0	32	48
pswdhw	0	0		224	0	32	48
pswdsp1	0	0		128	48	32	48
pswdsp2	0	0		160	48	32	48
pswdsp3	0	0		192	48	32	48
pswdsp4	0	0		224	48	32	48
pswdsp5	0	0		120	96	40	48
pswdsp6	0	0		160	96	32	48
pswdsp7	0	0		192	96	32	48
pswdsp8	0	0		224	96	32	48
pswdsp9	0	0		128	144	32	48
pswdsp10	0	0		160	144	32	48
pswdsp11	0	0		192	144	32	48
pswdsp12	0	0		224	144	32	48
pswdsp13	0	0		128	192	32	48
pswdsp14	0	0		160	192	32	48
pswdchs1	0	0		192	192	32	48
pswdchs2	0	0		224	192	32	48
pswdchs3	0	0		128	240	32	48
pswdchs4	0	0		160	240	32	48
pswdchs5	0	0		192	240	32	48
pswdchs6	0	0		224	240	32	48
pswdche1	0	0		128	288	32	48
pswdche2	0	0		160	288	32	48
pswdche3	0	0		192	288	32	48
pswdche4	0	0		224	288	32	48
pswdche5	0	0		64	392	40	48
pswdchn1	0	0		128	344	32	48
pswdchn2	0	0		160	344	32	48
pswdchn3	0	0		192	344	32	48
pswdchn4	0	0		224	344	32	48
pswdchw5	0	0		104	392	40	48
pswde8	0	0		144	392	40	48
pswdw8	0	0		184	392	40	48
pswds8	0	0		96	200	32	48
pswds9	0	0		224	392	32	48
pswdn8	0	0		0	440	32	48
pswde9	0	0		32	440	32	48
pswdw9	0	0		64	440	32	48
pswdn9	0	0		96	440	32	56
pswdn10	0	0		128	440	32	48
pswde10	0	0		160	440	32	48
pswde3	0	0		192	440	40	48
pswds10	0	0		0	488	32	48
pswdw3	0	0		192	488	40	48
pswdw10	0	0		160	488	32	48
